,Update title,Update type,Created date,Audience,Impressions,Clicks,Click through rate (CTR),Likes,Comments,Shares,Engagement rate,Content Type
91,👉It's time to announce the winner of the FestMan™ Learning Hub Data Hackathon challenge winner.,Organic,05/29/2021,All followers,372,223,0.5994623899459839,12,3,0,0.6397849321365356,Reshare
92,"👉It's time to announce the winner of the FestMan™ Learning Hub Data Hackathon challenge winner.

We had an amazing learning experience reviewing the work of the various teams and participants in the data challenge.

Selecting the winner has not been an easy task for our Judges. All the teams demonstrated fantastic data analysis and visualization skills with the dataset.

Though very challenging, the team has finally settled on #team_optimizers as the 🎉🎉🎉WINNERS of this Data Challenge.

🎉🎉🎉Congratulations Sreepa Nellika, Veena Prabhakaran & Sruthidas R G

The winners have won a 100% scholarship to join our 12weeks Online Data Analytics Bootcamp starting on 7th June 2021

Thanks to everyone who participated. We really enjoyed this. Hope you did too!

#datascience #festmandatahack # #dataanalysis",Organic,05/29/2021,All followers,8974,3076,0.34276798367500305,81,15,8,0.3543570339679718,Document
93,"We are happy to inform you that we closed the Data Hackathon final Data Challenge.

We are happy with the insightful presentations and analysis from the various Teams. We received 40+ presentations from the Teams and Individuals.

It was a very keen competition but our Judges have been able to shortlist our Top 6 Teams/individuals which will be announced tomorrow during our last session.

During the final session today, we will get the opportunity to learn from each other as our Judges review all the Dashboards together with you so you can learn from the work of other teams and professionals.

The final session will be held tomorrow, 29th May via Zoom and YouTube live using our existing links at exactly 8:30 am GMT/UTC.
Check your timezone here: https://lnkd.in/eiViHsH

We encourage all participants and Teams to join the session and get live feedback from their work.

#dataanalytics #powerbidesktop #tableau",Organic,05/28/2021,All followers,4918,6407,1.3027653694152832,82,17,0,1.3228955268859863,Document
94,"As our Data Hackers are getting their hands dirty with our Data Challenge, these are the few visualization principles we will share with them.

👉Context is king
The KPIs on your dashboard mean little by themselves. The meaning or value can only be gleaned by using them in the context of other information or metrics. For example, YTD Sales of 11k or Return on sales of 20% without any context mean little. Is this number good or bad? 


👉Embrace clarity and reduce clutter
Your dashboard needs to convey your story and insights as clearly, quickly and cohesively as possible. In the selection of font types, color, text orientation and backgrounds, always use the options that make your words as legible as possible.  Avoid excessive decoration.

👉Be consistent
Inconsistency can make your visualization confusing and hard to interpret and this distract your users from your core message. Keep your design elements such as color, fonts and font sizes and line weight uniform across your dashboard.

👉Use colors sparingly
The selection of your colors should be done deliberately without losing sight of how people perceive color and the significant of color differences. Always choose the right colors to tell your stories. 

👉Finally, don’t forget to pick the right visuals for your dashboard.
",Organic,05/26/2021,All followers,1546,174,0.11254851520061493,28,2,2,0.13324709236621857,Image
95,"We are happy to inform you that we had launched the Data Hackathon final Data Challenge.

We have paired all those who requested for Team Members. If you still do not have a Team, do not worry. You can download the dataset and get your hands dirty.

Kindly access the Dataset and the rules regarding the competition here: https://lnkd.in/gebjTij


We wish you and your Team the very best in this competition. See you soon on Saturday, 29th May.

#datascience #festmandatahack #pythonprogramming  #python #tableau #powerbidesktop #powerbi #msexcel ",Organic,05/25/2021,All followers,3885,219,0.056370656937360764,54,3,0,0.07104247063398361,Image
96,"👉 Early Bird Registration ends today

Interested in Launching and Advancing your career in Data and Analytics?

It's never too late to learn this in-demand skills and take your career to the next level.

According the Future of work (Jobs of tomorrow) report by World Economic Forum, the demand for professionals with Data and AI skills will grow by 41% annually. 

By enrolling in our 12weeks Online Data analytics Bootcamp, you'll learn how to analyze data using the latest technologies such as Microsoft Power BI, Python, SQL and Modern Excel.

Start your Data analytics journey today with FestMan™ Data School.

Register today and enjoy 40% Discount.

Original price : GHC 3250 / $561
Early Registration: GHC 1299 / $ 224

Students and NSS : GHC 899

We also offers a flexible payment plan which allows you to pay on monthly basis.

Register here: bit.ly/DATASCHOOL or call +233541239290

 #datascience #datascience #analytics #dataanalytics #machinelearning #data #bigdata #powerbi #python #sql",Organic,05/24/2021,All followers,1926,70,0.036344755440950394,17,0,0,0.0451713390648365,Image
97,"👉 Early Bird Registration ends today

Interested in Launching and Advancing your career in Data and Analytics?

It's never too late to learn this in-demand skills and take your career to the next level.

According the Future of work (Jobs of tomorrow) report by World Economic Forum, the demand for professionals with Data and AI skills will grow by 41% annually. 

By enrolling in our 12weeks Online Data analytics Bootcamp, you'll learn how to analyze data using the latest technologies such as Microsoft Power BI, Python, SQL and Modern Excel.

Start your Data analytics journey today with FestMan™ Data School.

Register today and enjoy 40% Discount.

Original price : GHC 3250 / $561
Early Registration: GHC 1299 / $ 224

Students and NSS : GHC 899

We also offers a flexible payment plan which allows you to pay on monthly basis.

Register here: bit.ly/DATASCHOOL or call +233541239290

 #datascience #datascience #analytics #dataanalytics #machinelearning #data #bigdata #powerbi #python #sql",Organic,05/24/2021,All followers,1164,73,0.06271477788686752,14,0,7,0.08075601607561111,Image
98,"We had great sessions yesterday and today during our Data Hackathon. We had amazing demos and presentations on various analytics tools and also provided a platform for Data professionals to connect and network.

We appreciate all our facilitators and attendees for their support and dedication. We are looking forward to another amazing session this Saturday, 29th as our Data professionals collaborate and compete in our Data Challenge.

#datascience #machinelearning #bigdata #analytics #pythonprogramming #powerbidesktop #tableau ",Organic,05/23/2021,All followers,1709,156,0.0912814512848854,37,3,2,0.11585722863674164,Image
99,"We had a great session today with 550+ attendees on Zoom and Youtube. 

The session continues tomorrow at 2 pm GMT. You can check your time zoom here: https://lnkd.in/es84AAS

We will have series of demos on Power BI, Tableau, and SQL.

Zoom details:
MeetingID : 89228519273
Passcode : festman.io

YouTube
bit.ly/FestManTube

If you missed today's session, you can watch the recorded live session on YouTube via bit.ly/FestManTube

#powerbi #tableau #sql #machinelearning #ai #artificialintelligence #microsoft #analytics #dashboards",Organic,05/22/2021,All followers,3866,288,0.07449560612440109,52,4,0,0.08898086100816727,Image
100,"Data Hackathon starts today at 8:30am (GMT + 0)

Join us todau for Day 1 of the Data Hackathon.

The Program kickstarts tomorrow from  8:30 am - 12pm. 

Kindly note the time is GMT/UTC + 0 / 14:00 IST

JOIN ON ZOOM
 
Meeting ID: 89228519273
Passcode: festman.io


JOIN THE LIVE STREAM YOUTUBE
bit.ly/FestManTube

 #datascience #datascience #machinelearning #data #bigdata #python #dashboards #powerbidesktop #festmandatahack",Organic,05/21/2021,All followers,6716,882,0.13132816553115845,92,29,0,0.14934484660625458,Image
101,"🕺Alumni Spotlight

Meet Kennedy Nutifafa Dusu , one of our Alumni. Kennedy enrolled in our Modern Excel for Analysts Bootcamp.

Here is what he has to say about his learning experience at FestMan™ Learning Hub 

“My learning experience at FestMan Data School was very exciting. You are always engaged to analyze real-world data using various tools and put in a position where you are supposed to make sound business decisions from your analysis.""

~ Kennedy Nutifafa Dusu 


Click to learn more.

 #datascience #data #machinelearning #dataanalytics #python #analytics #bigdata #microsoftexcel #powerbidesktop #festmanalum",Organic,05/21/2021,All followers,1375,60,0.04363636299967766,28,0,2,0.06545454263687134,article
102,"Interested in Launching and Advancing your career in Data and Analytics?

It's never too late to learn this in-demand skills and take your career to the next level.

According the Future of work (Jobs of tomorrow) report by World Economic Forum, the demand for professionals with Data and AI skills will grow by 41% annually. 

By enrolling in our 12weeks Online Data analytics Bootcamp, you'll learn how to analyze data using the latest technologies such as Microsoft Power BI, Python, SQL and Modern Excel.

Start your Data analytics journey today with FestMan™ Data School.

Register today and enjoy 40% Discount.


Register here: bit.ly/DATASCHOOL or call +233541239290

 #datascience #datascience #analytics #dataanalytics #machinelearning #data #bigdata #powerbi #python #sql",Organic,05/20/2021,All followers,1339,112,0.08364450931549072,29,1,6,0.11053024977445602,Image
103,"Its amazing seeing how Data Hackers are keeping their hands dirty with our LinkedIn Page Data.

We've gotten so much insights into our page performance. Great work Bolaji Olatunde
FAITH AJIBOYE-FEMI
Fortune  Doe Dzogbefor
Philip Kusorgbor
Senthil Kumar Kanagaraj
Irvan Setiawan
gufran merchant
Eldhose Varghese

If you want to join the Data challenge, you can do so using this link bit.ly/datachallenge1
#powerbidesktop #dataanalytics #datascience #tableau #microsoftexcel #dashboards ",Organic,05/19/2021,All followers,3440,1901,0.5526162981987,34,2,2,0.5636627674102783,Document
104,"Great News! We have 1200+ participants who have registered to join this Hackathon. However, this number exceeds the the maximum participants we can host on our Zoom account.

Due to this, we will be live streaming on our YouTube platform in addition to the Zoom meeting. 

In case you are unable to join the Zoom meeting due the meeting being full, you can join us on YouTube via bit.ly/FestManTube.

You will never miss anything by joining the YouTube streaming . Our team will be with you to make sure all your questions are answered during the live tutorials.

We also encourage you to subscribe to our page to be notified when we go live.

Thank you and see you soon.

#festmandatahack #powerbidesktop #datascience  #python #sql",Organic,05/19/2021,All followers,4353,309,0.07098552584648132,72,2,0,0.08798529952764511,Image
105,"The Data Hackathon is 4days away. This interactive Program will be held on Zoom and we will also stream live on our Youtube Channel.

If you've not registered on Zoom, you can do that via bit.ly/FestMan. 

Please note that the program will not be hosted on LinkedIn so kindly register on Zoom if you want to participate.
 #data #datascience #machinelearning #bigdata #powerbi #analytics #python #excel 

",Organic,05/18/2021,All followers,5420,495,0.09132841229438782,81,1,0,0.10645756125450134,Image
106,Great Insights into our LinkedIn Page performance by Faith,Organic,05/17/2021,All followers,1188,155,0.1304713785648346,22,2,0,0.15067340433597565,Reshare
107,Great Insights by Fortune Doe Dzogbefor . FestMan Data Challenge.,Organic,05/17/2021,All followers,1332,164,0.12312312424182892,25,4,0,0.14489489793777466,Reshare
108,"We've closed the registration for our Data Hackathon. We appreciate everyone who has registered to grace this event.

These are the insights from the registrations:

⚡We had 813 total registration on Zoom from 50 countries.

⚡ 58% of the registrants are attending the program to learn more about data analytics which supports the goal behind this Hackathon.

⚡ 81% of the registrants are eager to put the new skills they will acquire to compete in the final Data Challenge.

⚡61% of the registrants are yet to get started with Power BI, while 45% are yet to start with both SQL and Python. During the break-out sessions, participants will get the opportunity to learn these skills.

We are looking forward to amazing sessions this coming Saturday, 22nd May 2021.

#datascience #dataanalytics #powerbi #sql #python #machinelearning #analytics #learning",Organic,05/16/2021,All followers,1775,203,0.11436619609594345,45,2,3,0.14253520965576172,Image
109,"FestMan Data Hackathon is a week away. So far, 750+ people from 41 countries have registered for the program on Zoom. 

From the insights, about 90% of the participants are attending the program to learn more about Data analytics which is the main reason we are introducing this Hackathon.

Now, meet Paa Kwasi Opoku-Nimako, one of our facilitators for the Hackathon.  Paa Kwasi Opoku-Nimako is a Regional Costing Specialist at Nestlé Central & West Africa Region.

He will be facilitating a session on Getting started with Power BI. He will also share his journey with Power BI and how he utilizes Power BI in his daily task at Nestlé.

In fact more than 40% of the participants say that are yet to get started with Power BI so this will be an amazing session for them to get started.

#powerbidesktop #festmandatahack #dataanalytics #dataanalysis #datascience #machinelearning #data #powerbi",Organic,05/15/2021,All followers,1511,60,0.03970880061388016,40,1,7,0.07147584110498428,Image
110,"Dear Data Enthusiasts,

We are thrilled to inform you that we have open the invitation for the first Data Challenge for the Hackathon.  

We have 400+ who have indicated that they want to participate in the Data Challenge.  

To compete in the final Data Challenge during the Hackathon, you are required to participate in this first data challenge in order to qualify for the next stage.

In this challenge, you will play the role of Lead Analyst for FestMan Digital Marketing Team. You are required to analyze our LinkedIn Datasets and use your insights to develop a visually striking dashboard to help the team make data-driven marketing decisions.

To participate in this competition, kindly visit https://lnkd.in/e-d_tGP to read the rules of the competition and also download the datasets.

All the best to all competing teams and individuals.

 #data #datascience #dataanalytics #bigdata #machinelearning #linkedin #festmandatahack
#powerbidesktop #python #excel ",Organic,05/14/2021,All followers,5201,369,0.07094789296388626,28,3,0,0.07690829038619995,Text
111,"Why you should enrol in our 12 - weeks Data analytics Bootcamp

Data and Analytics is changing the World. Businesses are hiring Professional who can take data and apply Analytics to solve business problems.

We have launch our 12 weeks Data analytics Bootcamp to expose participants to data analytics using Microsoft Excel, SQL, Power BI and Python.

These are some of the reasons why you should join our 2nd Cohort starting this June.

👉 Verified Certificates. You will receive verifiable digital certificates and badges which you can share and add to your LinkedIn Profile, CV and Email signature.

👉 Career and Interview Prep. Participants will be taken through series of webinars on CV writing, Interview prep and personal branding  

👉 Blended Learning: You will be coached and mentored by our Instructors and learn together with other professionals. Recorded sessions will also be archived for you for future reference.

👉Weekly Data challenge to build your skills and portfolio to stand out.


Register today with our early bird registration and qualify for a 40% discount.

http://bit.ly/DATASCHOOL

Call 054 123 9290

 #dataanalytics #dashboards #microsoftexcel #visualizations #microsoftpowerbi #sql",Organic,05/12/2021,All followers,878,74,0.08428245782852173,20,1,2,0.11047835648059845,Image
112,"Begin your Data analytics journey with our 12 weeks online Bootcamp.

We are thrilled to announce that we have opened the application for the 2nd Cohort of our online Data analytics Bootcamp. 

We had a great time with our 1st cohorts who started their learning journey with us in January. They were enthused with what they were able to learn through our interactive live seasions. Don't be left out. Join us in the 2nd Cohort.

Classes starts on 5th June. 

You'll learn:
• Data analysis and Advanced visualization with #microsoftexcel 

• Data querying and Analytics with #SQL

• Data analysis with #python 

• Data Storytelling with #powerbi 

This Bootcamp will equip you with the hands-on skills needed to become a World class Data analyst.

🕺Register today and enjoy 40% Discount.

👉bit.ly/DATASCHOOL
 #datascience #dataanalytics #analytics #dataanalysis #visualization #data #bigdata #ai #learning #storytelling #festmandatahack",Organic,05/10/2021,All followers,659,26,0.039453718811273575,23,0,9,0.08801213651895523,Image
113,"We will be hosting 1000+ participants next 2 weeks for our Data Hackathon. This is amazing. 

Thanks to everyone who shared and liked our post to attract such a high number of participants in less than 2 weeks after we launch it.

We will be closing registrations this week so kindly share and invite your friends to join us.

#sql #powerbidesktop  #tableaupublic #india #excel #festmandatahack #dataanalytics 
#datascience #python # #machinelearning #data #ai #aws ",Organic,05/09/2021,All followers,496,44,0.08870967477560043,9,0,1,0.1088709682226181,Event
114,"Choosing the right Merge Join Type in Power Query for Excel and Power BI 

Using Power Query in Microsoft Excel or Power BI, you can combine two queries using the merge option.

While merging queries, you will be asked for a join kind. This video explains the different join kinds and when you can use any of them.

#powerbi #microsoft #analytics #datascience #machinelearning #microsoftexcel #powerbidesktop #dashboards #festmandatahack
",Organic,05/08/2021,All followers,961,31,0.032258063554763794,24,1,4,0.06243496388196945,article
115,"Data Analysis in not #python 

Data Analysis is not #R

Data Analysis is not #excel 

Data Analysis is not #powerbi or #tableau 

As a data analyst, it's important to know and understand how these tools work but you shouldn't be overwhelmed by these tools in your data storytelling.

You need to know how to ask questions, work in teams, have good communication skills and more importantly, how to manage stakeholders expectations.

Agree?

 #datascience #dataanalysis #dataanalytics #data #analytics #machinelearning #bigdata Tableau Software #r #deeplearning #dashboards #datahack",Organic,05/07/2021,All followers,1603,62,0.038677480071783066,34,5,6,0.06674984097480774,Text
116,"17 days to the FestMan Data Hackathon. 390+ Registrations from 19 Countries so far.

As promised, we will be sharing the profile of our Data fellows who will be leading the sessions as Coaches and facilitators.

Meet Philip Okoampah Kwaning

Philip is one of the most sought-after data analysts in Ghana and West Africa. He is the senior data analyst at Big Data Ghana Limited.

Philip provides insights into data using his skills in data analytics and is an instructor for Tableau for data analysis. Philip is skilled in using the Python Programming language, SQL, Apache Spark and Tableau.

Philip will be leading a session on Getting Started with Tableau Software.

Read more about Philip Okoampah Kwaning
#datascience #datascience #dataanalytics #data #dataanalysis #tableau #machinelearning #bigdata #pythonprogramminglanguage #datahack",Organic,05/05/2021,All followers,1026,66,0.06432748585939407,33,1,7,0.1042884960770607,Image
117,"🎉New Course Launch

Microsoft Power BI for Analysts

In less than 5 years, Power BI has made it possible for 150,000+ organizations including 97% of Fortune 500 to empower their employees and business partners to make data driven decisions. 
~ Microsoft

Learn how to analyze and visualize Data using Power BI with our Self-paced online course.


Register today and pay half of the original price.

https://lnkd.in/egVBQ6S

# #powerbi #analytics #machinelearning #bigdata #data #datascience #bigdata #dataanalytics #business #businessintelligence 
",Organic,05/04/2021,All followers,932,65,0.06974248588085175,36,3,10,0.1223175972700119,article
118,Meet one of our Data Fellows for the Data Hackathon,Organic,05/03/2021,All followers,1285,69,0.05369649827480316,11,0,0,0.06225680932402611,Reshare
119,"Our Data Hackthon is 19days away. As of today, over 290 people have registered for the Hackathon. Within the week, we will be sharing the profile of our Data fellows who will be leading the various sessions during the Hackathon. 

Now, meet Kwame Adu Manu

Kwame Adu is a Data Analyst at Vodafone. In his role as a Data Analyst, he provides comprehensive analytical and advisory services to the Product, Customer Value Management and sales teams by generating insights into products and services.

He also supports the building & deployment of analytical solutions (models, hypothesis, analyses & scenarios) across the spectrum of analytical maturity - descriptive, inferential, predictive & prescriptive.

Kwame Adu Manu is a Tableau Developer, Business Intelligence & SQL Developer,  Digital Analytics Expert, Certified Google Digital Marketer, and GIScience Professional.

Read more about Kwame Adu Manu

#analytics #data #dataanalytics #datascience #businessintelligence #dataanalysis #machinelearning #bigdata #tableau #management #google 

",Organic,05/03/2021,All followers,717,21,0.029288703575730324,33,0,13,0.09344490617513657,Image
120,"🤔 Want to pursue career in Data?

It's important to understand the different roles that you can pursue in the Data space.

👉Data Analyst_x000D_
A data analyst enables businesses to maximize the value of their data assets through visualization and reporting tools. They extract and analyze data and present Data-driven insights.
_x000D_
👉Business Analyst_x000D_
While there are some similarities between a data analyst and business analyst, the key differentiator between the two roles is what they do with data. A business analyst is closer to the business itself and is a _x000D_
specialist on interpreting the data that comes from the visualization. 
_x000D_
👉Data Engineer
They provide and set up data platform technologies that are on-premises and in the cloud. They implement complex, large scale big data projects with a focus on collecting, managing and visualizing large datasets. They collaborate with business stakeholders to identify and meet data requirements.

👉Data Architect
They are technical experts who adapt dataflow management and data storage strategy to a wide range of business solutions. They are in charge of continually improving how data is collected and stored. 

Continue from the comment section

 #bigdata #datascience #data #analytics ",Organic,05/01/2021,All followers,914,56,0.06126914545893669,25,4,5,0.09846827387809753,Image
121,"🎯FestMan Data Hackathon 2021

👇Your desire to become a World class Data analyst is just a click away.

We have 200+ people who have registered to participate in the Data Hackathon. 

18% of them have also registered to participate in the Data Challenge.  

If you want to become a Data-driven Professional and take your career to the next level, we have given you another chance to register today.

We will closing the registration soon so enroll now.

Click this link to register today👇
bit.ly/FestMan

 #datascience #dataanalytics #python #data #analytics #bigdata #career #machinelearning #dashboard #powerbi #tableau #SQL",Organic,04/30/2021,All followers,805,52,0.0645962730050087,23,3,4,0.10186335444450378,Image
122,"🤔Want to create effective and engaging data visualizations?

For anyone developing a dashboard or any visual artifact, following these short but important techniques will help you produce good visuals.

1. Start with a question

Your dashboard or visuals should have a purpose. To identify the purpose, you need to ask these questions; who are my audience?, what questions do they have?, what's insights do I want to share with them?.

2. Choose the right chart type

Once you have a purpose for your visualization and the insights you want to share, it's time to think about how to visualize your insights using appropriate charts. Your choice of visuals can break your story.

3. Tell your story quickly using clear colors

Your choice of colors is very important. Colors convey so much without using words. Maintain consistent colors and use them sparingly. 


4. Context is key.

Context helps your audience decipher the story at first glance. The meaning of values or KPIs can only be gleaned when compared to a benchmark or other KPIs.

5 Embrace brevity and avoid clutter.

You need to be selective about what to include in your dashboard based on the purpose.


We believe these tips will help you produce good visuals that invoke actions.

#dataanalytics #powerbidesktop #tableau #excel ",Organic,04/27/2021,All followers,1868,20,0.010706637986004353,18,7,3,0.025695931166410446,Text
123,"FestMan™ Learning Hub is hosting Data Hackathon. Would you like to attend?
#learning #datascience
#festmandatahack",Organic,04/26/2021,All followers,524,38,0.07251908630132675,14,0,0,0.09923664480447769,Event
124,"💥FestMan Data Hackathon

Want to start or transition your career into Data and Analytics?

FestMan™ Learning Hub  is offering 100+ Graduates and Professionals the opportunity to kickstart their career in Data and Analytics with a 3-Day Data Analytics Bootcamp and a Hackathon.


During the Bootcamp, participants will get the opportunity to learn Advanced Excel, Power BI, Tableau and Python from Data experts from Companies like Nestlè, Vodafone, Big Data Ghana Ltd and FestMan Consulting.

Participants will also be provided with the platform to network with other professionals and compete in Teams during the Data Challenge in the 3rd day.


Whether you live and breathe data or you’re just starting out, this Datathon will accelerate your data and analytics skills

Kindly tag any Data enthusiast you believe will benefit from his opportunity.

For more information, visit https://lnkd.in/e8zDAtn


 #datascience #bigdata #analytics #dataanalytics #data #powerbi #machinelearning #tableau #python #dashboards #microsoftexcel #nigeria #ghana ",Organic,04/26/2021,All followers,831,93,0.11191336065530777,30,7,16,0.17569193243980408,Image
125,"How FestMan™ Learning Hub is raising Data-driven professionals.

This video is a testimonial from one of one Student who is a General Manager of a Company in Ghana.

He was sharing how our Live Instructor-led training in Excel and Power BI has helped him become more data-driven and confident when sharing insights with his Line Managers.

This is what keeps us moving at FestMan™ Learning Hub. We believe that Data and analytics skill is a leadership skill every professional must possess.  

We will continue to invest in systems and platforms and introduce programs that will make these skills accessible to every Professional out there.

#powerbi #powerbidesktop #data #dataanalytics #microsoftexcel #excel #ai # #analytics #datascience #machinelearning #artificialintelligence #learning #learning #bigdata ",Organic,04/23/2021,All followers,635,23,0.03622047230601311,25,0,2,0.07874015718698502,Video
126,"Modern Excel for Analyst

Your dashboard in Microsoft needs not to be boring. You can create amazing interactive Dashboards using modern tools and functionalities such as Power Query, PowerPivot, and DAX and the new types of charts we now have in Microsoft Excel.

Do you want to become a modern analyst? Then sign up for our upcoming Data Analytics Bootcamp.

Register today for a special discount: bit.ly/DATASCHOOL

If you are interested in a self-paced online course, check our Modern Excel for Modern analyst course here: https://lnkd.in/eiTsKDN

#dataanalytics #microsoft #datascience #machinelearning #bigdata #analytics #data #msexcel #msoffice #microsoftexcel #modernexel #power #powerquery ",Organic,04/22/2021,All followers,1098,63,0.05737704783678055,40,2,9,0.10382513701915741,Video
127,"At FestMan™ Learning Hub, our mission is to raise world-class data analysts and build the largest Data community in Africa.

Read the feedback from one of our students Salifu Mohammed Rabiu 

 #datascience #learning #data #powerbi #powerbidesktop #microsoftexcel ",Organic,04/21/2021,All followers,428,27,0.06308411061763763,12,0,0,0.09112149477005005,Reshare
128,"🤔The World is moving faster than ever. 

Will your skills_x000D_keep up?_x000D_

According to a report by World Economic Forum, the acceleration of automation and adoption of new technologies will result in growing demand for roles such as Data Analysts and Scientists, AI and Machine learning Specialists.

At FestMan™ Learning Hub, our mission is to prepare you for the Future of work and help you start your career in the tech space.

If you want to learn #Data and #analytics then this 12weeks Bootcamp is for you.

This Bootcamp is designed to help you kickstart your career in Data and Analytics. 

You will meet seasoned instructors from Nestlè, Vodafone and Zenith Bank etc.

Register here today for our early bird discount of 34%.

bit.ly/DATASCHOOL

 #datascience #bigdata #machinelearning #dataanalytics #ai 
",Organic,04/19/2021,All followers,396,20,0.05050504952669144,17,7,12,0.14141413569450378,Image
129,"Twitter to set up its first African presence in Ghana and they are looking for specialists to join several teams in analytics.

Twitter CEO Jack Dorsey, via a tweet, announced that the company would be setting up a presence in Africa. “Twitter is now present on the continent. Thank you, Ghana and Nana Akufo-Addo,” he said.

This is a great opportunity for Ghana and Africa.
Twitter #analytics #twitternews #africa 

",Organic,04/12/2021,All followers,369,14,0.0379403792321682,14,1,0,0.07859078794717789,article
130,"We had 150+ participants joining the webinar on ""Writing a Marketable CV"" live on Zoom and Facebook.

We want to thank our Resource person Naa Lamle Lamptey. We appreciate your time and the insights you shared today. FestMan is grateful.

We also appreciate everyone who joined the session and the entire FestMan Team and GRASAG-UCC.

#cvwriting ",Organic,04/10/2021,All followers,790,39,0.049367088824510574,29,4,3,0.09493670612573624,Image
131,"We had a good time with the Business Students of University of Cape Coast during their Business week celebration.

We took them through Data analytics using Microsoft Excel. 

We believe that the future of work is digital so for today's youth to succeed in the job market today and tomorrow, they need to possess the digital skill that will make them more competitive.

Our mission at FestMan is to equip 1000+ youth with premium digital skills by the close of the year.

Next semester, we are going to organise another free session for them on Data analytics with Microsoft Power BI and Python.

Kudos🙌🙌 to the team and University of Cape Coast School of Business. John Ahorsu-Walker Enock Eli Akakpo Kent B.


#dataanalytics #digital #students #microsoft Microsoft #microsoftexcel #powerbidesktop #pythonprogramming",Organic,04/09/2021,All followers,1193,134,0.1123218759894371,35,2,6,0.14836546778678894,Image
132,"📌 Free webinar: Writing a marketable Resume

In order to secure the role you want in today's competitive job market, you need to stand out. It all starts with having a job-focused and marketable Resume that sells you and your unique skills and competencies.

In this webinar, you'll learn how to position your resume to a specific marketing purpose, how to align your resume with the specific needs of the hiring organization, and how to ensure your resume ranks high on the relevancy scales used by top-notch organizations today.

You will also learn how to construct powerful accomplishment statements, how to write effective summary sections, and how to use action words to highlight your key accomplishments.

Register today to secure your seat: bit.ly/FestmanCV
#cvwriting #resumewriting #thefutureisdigital",Organic,04/08/2021,All followers,1507,55,0.036496348679065704,60,1,10,0.08360981941223145,Image
133,"We are excited to welcome our New Brand Ambassadors to the FestMan Team.

These are Students and Graduates from the Tertiary Institutions in Ghana selected through rigorous online interviews.

We are going to groom, support and deploy these amazing individuals to support our Technology and Digital Skills agenda aimed to equip every Student with relevant Digital Skills to become Product designers, Data Analyst, Financial Modeler, UX Designers, Data Scientist and Software developers.

We will provide them with the opportunity and the enabling environment to grow and develop their leadership, digital and communication skills.
#data #datascience #datascientist #leadership #technology #digital #bigdata ",Organic,04/02/2021,All followers,984,65,0.06605690717697144,32,2,4,0.10467479377985,Image
134,"💥Optimize your LinkedIn profile with these 10 tips .

LinkedIn has revolutionized how we interact and connect with others. 

LinkedIn enables you build amazing profile or online presence that showcase who you are, what you stand for, and what you’re interested in.

In this post, you will learn 10 amazing tips for optimizing your LinkedIn profile.
",Organic,03/27/2021,All followers,452,13,0.028761062771081924,12,0,2,0.059734512120485306,article
135,"""An investment in knowledge pays the best interest.""

~ Benjamin Franklin

In this era of rapid technologically innovation and development, we need to invest our time and resources to develop our skills and build the capacity to be indispensable.


#festmanlearning
#accaglobal 
#cimaglobal 
",Organic,03/24/2021,All followers,521,5,0.00959692895412445,9,0,4,0.03454894572496414,Text
136,"💥UX DESIGN BOOTCAMP

Did you miss the first session of the UX Design Bootcamp?

Don't worry. We've got your back.

Watch the recorded video here:

https://lnkd.in/eaXMyjr

Passcode:festmanux@1

Here are some feedback from the participants:

""Honestly, the class was very interactive. I enjoyed every aspect of it. Very very educative and I would wish for those who couldn't make it today to try and make it to the next one.""
~ Nana Amoako

""It was great😊... Enjoyed the session. Had amazing time""
~ Manasseh


""I enjoyed the section today 🙏🏻🙏🏻""
~ King Seyram",Organic,03/13/2021,All followers,723,22,0.030428769066929817,15,0,3,0.05532503500580788,Image
137,"💥Advanced Financial Modeling Online Masterclass

Financial Modeling is one of the hottest skill required to work in the Finance and Accounting industry. 

If you want to advance your career as a Finance or Accounting Professional, then enroll in this 4-week live instructor-led course.

You will be equipped with the skills for forecasting and modeling Corporate Financial statements.

Enroll today. Call 0541239290.

Registration closes soon
George E. A Anang, FMVA®, MPhil
Emmanuel Egyam, CBCA™, FMVA®, CFA Level III Candidate
Alexander Dankyi Asare
Gordon Jnr Appiah

#accastudents 
#cimaglobal 
#financeprofessionals 
#financialmodelling 
#microsoftexcel 
#finance
",Organic,03/10/2021,All followers,626,22,0.03514377027750015,13,0,2,0.05910542979836464,Image
138,"Digital Assurance Virtual Internship Program by PwC .

Ready to work at the forefront of digital auditing?


This Digital Assurance virtual internship by PwC  gives you valuable insights into a new world of auditing and how PwC uses analytics and mining technologies to help organizations get a better understanding of their data, processes and controls.

Enroll in this program if you want to start your career in Audit and assurance.

At FestMan, we support digital innovations and processes.
#auditing
#deloitte
#pwc
#finance
#accounting
#ACCA
",Organic,03/05/2021,All followers,445,20,0.04494382068514824,11,0,1,0.07191011309623718,article
